"folio_recepcion","descripcion","inicio_carga"
"2024212285",NO PROCESADO MEDIPASS,2024-05-24 15:18:12.919
"2024212105",NO PROCESADO MEDIPASS,2024-05-24 15:18:12.940
"2024212019",NO PROCESADO MEDIPASS,2024-05-24 15:18:12.960
"2024212056",NO PROCESADO MEDIPASS,2024-05-24 15:18:12.980
"2024212307",NO PROCESADO MEDIPASS,2024-05-24 15:18:13.000
"2024212009",NO PROCESADO MEDIPASS,2024-05-24 15:18:13.079
"2024209994",NO PROCESADO MEDIPASS,2024-05-24 15:18:13.143
"2024212634",NO PROCESADO MEDIPASS,2024-05-24 15:18:13.165
"2024212287",NO PROCESADO MEDIPASS,2024-05-24 15:18:13.190
"2024212021",NO PROCESADO MEDIPASS,2024-05-24 15:18:13.210
"2024209545",COTIZ < LIQ DE SUELDO,2024-05-24 15:30:27.672
"2024225362",,2024-05-24 15:30:55.321
"2024222135",,2024-05-24 15:31:00.802
"2024225268",,2024-05-24 15:31:00.838
"2024222273",,2024-05-24 15:31:05.613
"2024222217",,2024-05-24 15:31:05.644
"2024222149",,2024-05-24 15:31:09.342
"2024222328",RENTA = TOPE,2024-05-24 15:31:09.382
"2024225299",,2024-05-24 15:31:10.433
"2024209481",,2024-05-24 15:31:11.577
"2024222097",,2024-05-24 15:45:27.107
"2024222249",,2024-05-24 15:45:28.647
"2024209495",,2024-05-24 15:45:28.706
"2024209554",,2024-05-24 15:45:52.305
"2024209266",,2024-05-24 15:45:55.528
"2024222580",,2024-05-24 15:45:55.827
"2024209319",,2024-05-24 15:45:55.959
"2024209412",,2024-05-24 15:45:58.048
"2024225100",,2024-05-24 15:46:01.503
"2024209532",,2024-05-24 15:46:01.669
"2024209150",,2024-05-24 15:46:02.004
"2024209275",,2024-05-24 15:46:02.303
"2024209071",,2024-05-24 15:46:02.434
"2024222907",,2024-05-24 15:46:16.632
"2024209078",COTIZ < LIQ DE SUELDO,2024-05-24 15:46:16.684
"2024222122",,2024-05-24 15:46:30.978
"2024209384",,2024-05-24 15:46:31.077
"2024222555",COTIZ < LIQ DE SUELDO,2024-05-24 15:46:33.036
"2024209299",COTIZ < LIQ DE SUELDO,2024-05-24 15:46:34.875
"2024227095",,2024-05-24 15:46:34.974
"2024225737",NO IMAGENES CON API,2024-05-24 15:46:37.977
"2024212915",NO IMAGENES CON API,2024-05-24 15:46:38.003
"2024212969",NO IMAGENES CON API,2024-05-24 15:46:38.088
"2024225625",NO IMAGENES CON API,2024-05-24 15:46:38.110
"2024212895",NO IMAGENES CON API,2024-05-24 15:46:38.129
"2024225787",NO IMAGENES CON API,2024-05-24 15:46:38.149
"2024225695",NO IMAGENES CON API,2024-05-24 15:46:38.177
"2024225553",NO IMAGENES CON API,2024-05-24 15:46:38.200
"2024212929",NO IMAGENES CON API,2024-05-24 15:46:38.221
"2024225853",NO IMAGENES CON API,2024-05-24 15:46:38.238
"2024225588",NO IMAGENES CON API,2024-05-24 15:46:38.256
"2024218210",NO PROCESADO MEDIPASS,2024-05-24 15:46:38.275
"2024218204",NO PROCESADO MEDIPASS,2024-05-24 15:46:38.296
"2024224415",NO PROCESADO MEDIPASS,2024-05-24 15:46:38.313
"2024224404",NO PROCESADO MEDIPASS,2024-05-24 15:46:38.336
"2024218010",NO PROCESADO MEDIPASS,2024-05-24 15:46:38.356
"2024224343",NO PROCESADO MEDIPASS,2024-05-24 15:46:38.374
"2024224624",NO PROCESADO MEDIPASS,2024-05-24 15:46:38.390
"2024224325",NO PROCESADO MEDIPASS,2024-05-24 15:46:38.412
"2024218389",NO PROCESADO MEDIPASS,2024-05-24 15:46:38.431
"2024224594",NO PROCESADO MEDIPASS,2024-05-24 15:46:38.464
"2024499888",NO PROCESADO MEDIPASS,2024-05-24 15:46:38.483
"2024218738",,2024-05-24 16:00:27.011
"2024227597",,2024-05-24 16:00:28.763
"2024224870",,2024-05-24 16:00:42.113
"2024224862",,2024-05-24 16:00:48.205
"2024227233",,2024-05-24 16:00:48.251
"2024224928",,2024-05-24 16:00:52.111
"2024218957",,2024-05-24 16:00:52.140
"2024227680",COTIZ < LIQ DE SUELDO,2024-05-24 16:01:04.116
"2024225143",FALTA COTIZ. SALUD,2024-05-24 16:01:11.151
"2024209331",,2024-05-24 16:01:15.806
"2024227098",,2024-05-24 16:01:19.105
"2024200780",,2024-05-24 16:01:21.827
"2024227638",RENTA = TOPE,2024-05-24 16:01:21.886
"2024227585",,2024-05-24 16:01:24.646
"2024222276",,2024-05-24 16:01:27.422
"2024227584",,2024-05-24 16:01:32.935
"2024222864",,2024-05-24 16:01:34.196
"2024227600",,2024-05-24 16:01:43.689
"2024227097",,2024-05-24 16:01:43.723
"2024209399",,2024-05-24 16:01:54.690
"2024227448",,2024-05-24 16:01:54.887
"2024224847",,2024-05-24 16:01:59.693
"2024227326",,2024-05-24 16:01:59.727
"2024227054",,2024-05-24 16:01:59.761
"2024224879",,2024-05-24 16:02:01.742
"2024227240",,2024-05-24 16:02:01.818
"2024227662",,2024-05-24 16:02:01.851
"2024222332",,2024-05-24 16:02:01.890
"2024227276",,2024-05-24 16:02:01.923
"2024499845",,2024-05-24 16:02:01.958
"2024209538",,2024-05-24 16:02:02.426
"2024218847",COTIZ < LIQ DE SUELDO,2024-05-24 16:02:06.020
"2024227322",COTIZ < LIQ DE SUELDO,2024-05-24 16:02:16.143
"2024200229",,2024-05-24 16:02:20.018
"2024209508",,2024-05-24 16:02:23.760
"2024225271",,2024-05-24 16:02:23.792
"2024227417",,2024-05-24 16:02:26.521
"2024218836",,2024-05-24 16:02:29.262
"2024209414",COTIZ < LIQ DE SUELDO,2024-05-24 16:02:32.135
"2024225383",,2024-05-24 16:02:32.212
"2024227254",,2024-05-24 16:02:35.122
"2024227634",,2024-05-24 16:02:39.718
"2024222223",,2024-05-24 16:02:39.747
"2024209065",,2024-05-24 16:02:51.303
"2024218783",,2024-05-24 16:02:53.987
"2024227423",,2024-05-24 16:03:04.551
"2024224972",,2024-05-24 16:03:04.584
"2024227028",,2024-05-24 16:03:04.617
"2024222098",FALTA COTIZ. SALUD,2024-05-24 16:03:04.647
"2024227581",,2024-05-24 16:03:13.689
"2024227101",,2024-05-24 16:03:19.317
"2024499829",,2024-05-24 16:03:21.136
"2024209031",,2024-05-24 16:03:21.171
"2024224968",,2024-05-24 16:03:25.822
"2024222038",,2024-05-24 16:03:30.746
"2024218797",,2024-05-24 16:03:32.722
"2024222027",COTIZ < LIQ DE SUELDO,2024-05-24 16:03:34.653
"2024200352",,2024-05-24 16:03:34.792
"2024218903",,2024-05-24 16:03:34.834
"2024222344",COTIZ < LIQ DE SUELDO,2024-05-24 16:03:34.912
"2024222127",COTIZ < LIQ DE SUELDO,2024-05-24 16:15:27.092
"2024227426",,2024-05-24 16:15:44.104
"2024218913",,2024-05-24 16:15:44.248
"2024201566",,2024-05-24 16:15:45.614
"2024209330",,2024-05-24 16:15:48.783
"2024224915",COTIZ < LIQ DE SUELDO,2024-05-24 16:15:51.116
"2024222929",,2024-05-24 16:15:59.633
"2024218975",,2024-05-24 16:16:12.231
"2024209134",,2024-05-24 16:16:14.171
"2024227480",,2024-05-24 16:16:14.227
"2024201741",,2024-05-24 16:16:19.299
"2024218979",,2024-05-24 16:16:26.491
"2024218943",,2024-05-24 16:16:29.354
"2024218857",,2024-05-24 16:16:29.391
"2024227359",,2024-05-24 16:16:29.429
"2024224982",,2024-05-24 16:16:29.530
"2024218894",,2024-05-24 16:16:31.532
"2024222369",,2024-05-24 16:16:31.571
"2024200977",,2024-05-24 16:16:31.737
"2024227094",,2024-05-24 16:16:31.863
"2024218945",,2024-05-24 16:16:35.138
"2024224814",,2024-05-24 16:16:40.519
"2024227289",COTIZ < LIQ DE SUELDO,2024-05-24 16:16:40.557
"2024224888",,2024-05-24 16:16:40.668
"2024200692",COTIZ < LIQ DE SUELDO,2024-05-24 16:16:40.822
"2024218884",,2024-05-24 16:16:42.763
"2024200261",,2024-05-24 16:16:42.803
"2024218850",COTIZ < LIQ DE SUELDO,2024-05-24 16:16:43.096
"2024209160",,2024-05-24 16:16:44.995
"2024227424",,2024-05-24 16:16:46.348
"2024222267",,2024-05-24 16:16:47.727
"2024222245",RENTA = TOPE,2024-05-24 16:16:47.774
"2024201706",,2024-05-24 16:16:47.943
"2024227089",,2024-05-24 16:16:48.930
"2024227653",,2024-05-24 16:16:53.501
"2024218951",,2024-05-24 16:16:57.770
"2024224951",,2024-05-24 16:16:57.884
"2024218937",COTIZ < LIQ DE SUELDO,2024-05-24 16:16:58.132
"2024222435",COTIZ < LIQ DE SUELDO,2024-05-24 16:17:04.694
"2024209132",,2024-05-24 16:17:04.775
"2024227498",,2024-05-24 16:17:04.812
"2024201667",,2024-05-24 16:17:07.569
"2024209089",,2024-05-24 16:17:08.974
"2024218865",,2024-05-24 16:17:16.296
"2024218376",NO PROCESADO MEDIPASS,2024-05-24 16:17:21.268
"2024218013",NO PROCESADO MEDIPASS,2024-05-24 16:17:21.291
"2024499880",NO PROCESADO MEDIPASS,2024-05-24 16:17:21.316
"2024218963",,2024-05-24 16:30:26.960
"2024209127",,2024-05-24 16:30:43.802
"2024218742",,2024-05-24 16:30:48.422
"2024224807",,2024-05-24 16:30:48.463
"2024227577",,2024-05-24 16:30:52.142
"2024222455",,2024-05-24 16:30:52.266
"2024227505",,2024-05-24 16:31:06.265
"2024227442",,2024-05-24 16:31:06.309
"2024218837",,2024-05-24 16:31:08.240
"2024222891",COTIZ < LIQ DE SUELDO,2024-05-24 16:31:14.046
"2024227063",,2024-05-24 16:45:27.129
"2024209559",,2024-05-24 16:45:28.778
"2024227567",,2024-05-24 16:45:29.149
"2024222439",,2024-05-24 16:45:29.491
"2024222277",,2024-05-24 16:45:48.293
"2024224822",,2024-05-24 16:45:57.487
"2024227450",,2024-05-24 16:46:02.205
"2024218984",,2024-05-24 16:46:15.648
"2024218912",,2024-05-24 16:46:22.649
"2024227513",,2024-05-24 16:46:31.574
"2024209099",,2024-05-24 16:46:36.783
"2024227329",COTIZ < LIQ DE SUELDO,2024-05-24 16:46:38.708
"2024222271",,2024-05-24 16:46:39.896
"2024222426",,2024-05-24 16:46:40.055
"2024200974",,2024-05-24 16:46:40.177
"2024227230",,2024-05-24 16:46:42.129
"2024225062",COTIZ < LIQ DE SUELDO,2024-05-24 16:46:42.186
"2024227491",COTIZ < LIQ DE SUELDO,2024-05-24 16:46:46.056
"2024225065",,2024-05-24 16:46:47.298
"2024209084",,2024-05-24 16:46:47.364
"2024222316",,2024-05-24 16:46:49.463
"2024200301",COTIZ < LIQ DE SUELDO,2024-05-24 16:46:51.353
"2024209082",,2024-05-24 16:46:52.482
"2024227415",COTIZ < LIQ DE SUELDO,2024-05-24 16:46:56.326
"2024224826",,2024-05-24 16:46:56.453
"2024222979",,2024-05-24 16:46:56.552
"2024227078",,2024-05-24 16:46:58.554
"2024224923",,2024-05-24 16:47:01.481
"2024227303",,2024-05-24 16:47:04.261
"2024200713",,2024-05-24 16:47:04.314
"2024227312",,2024-05-24 16:47:04.582
"2024227572",COTIZ < LIQ DE SUELDO,2024-05-24 16:47:09.134
"2024224897",,2024-05-24 16:47:10.115
"2024227407",,2024-05-24 16:47:10.240
"2024218983",,2024-05-24 16:47:19.936
"2024227447",,2024-05-24 16:47:21.872
"2024201675",,2024-05-24 16:47:21.930
"2024227049",,2024-05-24 16:47:22.039
"2024218844",,2024-05-24 16:47:30.332
"2024222850",,2024-05-24 16:47:30.388
"2024218004",NO PROCESADO MEDIPASS,2024-05-24 16:47:33.452
"2024227391",NO PROCESADO MEDIPASS,2024-05-24 16:47:33.489
"2024222167",NO PROCESADO MEDIPASS,2024-05-24 16:47:33.516
"2024224820",,2024-05-24 17:00:27.131
"2024222917",,2024-05-24 17:00:45.445
"2024200449",,2024-05-24 17:00:50.696
"2024218780",,2024-05-24 17:00:52.383
"2024218759",,2024-05-24 17:00:52.446
"2024227495",,2024-05-24 17:00:53.559
"2024227099",,2024-05-24 17:00:53.604
"2024227671",,2024-05-24 17:00:55.964
"2024225153",,2024-05-24 17:00:56.009
"2024224816",COTIZ < LIQ DE SUELDO,2024-05-24 17:01:05.540
"2024222105",,2024-05-24 17:01:07.777
"2024209557",FALTA COTIZ. SALUD,2024-05-24 17:01:09.676
"2024227350",RENTA = TOPE,2024-05-24 17:01:12.690
"2024225138",,2024-05-24 17:01:20.140
"2024227398",,2024-05-24 17:01:24.654
"2024218869",,2024-05-24 17:01:26.482
"2024227643",FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2024-05-24 17:01:26.526
"2024227300",,2024-05-24 17:01:28.585
"2024227093",,2024-05-24 17:01:30.483
"2024201735",,2024-05-24 17:01:30.521
"2024222873",,2024-05-24 17:01:30.794
"2024209113",,2024-05-24 17:01:30.922
"2024222252",,2024-05-24 17:01:33.704
"2024227440",,2024-05-24 17:01:38.352
"2024227010",,2024-05-24 17:01:40.552
"2024227647",,2024-05-24 17:01:42.458
"2024209260",,2024-05-24 17:01:46.184
"2024227225",,2024-05-24 17:01:48.142
"2024227645",,2024-05-24 17:01:53.573
"2024218739",,2024-05-24 17:01:57.849
"2024218744",,2024-05-24 17:01:58.242
"2024224986",,2024-05-24 17:01:58.499
"2024227046",,2024-05-24 17:02:03.858
"2024222565",COTIZ < LIQ DE SUELDO,2024-05-24 17:02:03.903
"2024227324",,2024-05-24 17:02:06.832
"2024224925",,2024-05-24 17:02:10.598
"2024227421",COTIZ < LIQ DE SUELDO,2024-05-24 17:02:12.512
"2024227640",,2024-05-24 17:02:12.608
"2024227022",,2024-05-24 17:02:14.496
"2024218863",,2024-05-24 17:02:14.527
"2024200888",COTIZ < LIQ DE SUELDO,2024-05-24 17:02:14.753
"2024218789",,2024-05-24 17:02:17.685
"2024201892",,2024-05-24 17:02:17.805
"2024222823",,2024-05-24 17:02:17.884
"2024222034",COTIZ < LIQ DE SUELDO,2024-05-24 17:02:23.493
"2024209044",,2024-05-24 17:02:25.297
"2024218769",,2024-05-24 17:02:25.446
"2024218826",,2024-05-24 17:02:25.484
"2024209563",,2024-05-24 17:02:25.586
"2024218754",,2024-05-24 17:02:25.653
"2024227330",,2024-05-24 17:15:26.973
"2024222207",,2024-05-24 17:15:47.278
"2024227319",,2024-05-24 17:15:50.281
"2024218824",COTIZ < LIQ DE SUELDO,2024-05-24 17:15:52.357
"2024209513",COTIZ < LIQ DE SUELDO,2024-05-24 17:15:58.590
"2024227353",COTIZ < LIQ DE SUELDO,2024-05-24 17:16:12.746
"2024224877",,2024-05-24 17:16:14.298
"2024225332",,2024-05-24 17:16:15.488
"2024224987",,2024-05-24 17:16:17.498
"2024222100",,2024-05-24 17:16:20.191
"2024222325",,2024-05-24 17:16:21.445
"2024201366",,2024-05-24 17:16:25.134
"2024209151",,2024-05-24 17:16:27.551
"2024218852",,2024-05-24 17:16:28.591
"2024218856",,2024-05-24 17:16:28.709
"2024218860",,2024-05-24 17:16:38.117
"2024218851",,2024-05-24 17:16:42.287
"2024222348",,2024-05-24 17:16:49.694
"2024227017",,2024-05-24 17:16:49.738
"2024224964",,2024-05-24 17:16:51.692
"2024227523",,2024-05-24 17:16:53.696
"2024227564",,2024-05-24 17:16:54.732
"2024222531",,2024-05-24 17:16:54.979
"2024218914",,2024-05-24 17:17:01.955
"2024218973",,2024-05-24 17:17:03.849
"2024224887",COTIZ < LIQ DE SUELDO,2024-05-24 17:17:03.933
"2024218822",COTIZ < LIQ DE SUELDO,2024-05-24 17:17:04.977
"2024218936",,2024-05-24 17:17:12.289
"2024224935",COTIZ < LIQ DE SUELDO,2024-05-24 17:17:12.332
"2024225368",COTIZ < LIQ DE SUELDO,2024-05-24 17:17:12.617
"2024218515",NO PROCESADO MEDIPASS,2024-05-24 17:17:17.564
"2024218848",,2024-05-24 17:30:27.124
"2024227409",COTIZ < LIQ DE SUELDO,2024-05-24 17:30:41.211
"2024218772",,2024-05-24 17:30:41.584
"2024227282",,2024-05-24 17:30:41.649
"2024218891",,2024-05-24 17:30:41.742
"2024218888",,2024-05-24 17:30:52.263
"2024201878",,2024-05-24 17:30:54.353
"2024218956",COTIZ < LIQ DE SUELDO,2024-05-24 17:30:57.471
"2024499846",,2024-05-24 17:30:57.743
"2024227023",,2024-05-24 17:31:01.241
"2024222243",,2024-05-24 17:31:03.449
"2024222480",FALTA COTIZ. SALUD,2024-05-24 17:31:03.501
"2024222779",,2024-05-24 17:31:05.509
"2024225054",,2024-05-24 17:31:13.927
"2024227266",,2024-05-24 17:31:13.976
"2024218998",,2024-05-24 17:31:15.893
"2024218843",RENTA = TOPE,2024-05-24 17:31:25.905
"2024218843",COTIZ < LIQ DE SUELDO,2024-05-24 17:31:25.905
"2024209041",,2024-05-24 17:31:26.966
"2024224815",,2024-05-24 17:31:27.077
"2024222922",RENTA = TOPE,2024-05-24 17:31:29.035
"2024201471",,2024-05-24 17:45:27.128
"2024224823",,2024-05-24 17:45:49.104
"2024227309",COTIZ < LIQ DE SUELDO,2024-05-24 17:46:01.275
"2024218765",,2024-05-24 17:46:05.515
"2024227213",,2024-05-24 17:46:05.615
"2024224892",,2024-05-24 17:46:08.133
"2024227629",,2024-05-24 17:46:09.194
"2024209111",,2024-05-24 17:46:09.248
"2024209493",,2024-05-24 17:46:14.422
"2024225030",,2024-05-24 17:46:21.846
"2024224970",,2024-05-24 17:46:24.052
"2024209168",COTIZ < LIQ DE SUELDO,2024-05-24 17:46:26.126
"2024227007",FALTA COTIZ. SALUD,2024-05-24 17:46:30.942
"2024218838",,2024-05-24 17:46:33.779
"2024227590",COTIZ < LIQ DE SUELDO,2024-05-24 17:46:34.896
"2024224966",,2024-05-24 17:46:36.791
"2024222773",COTIZ < LIQ DE SUELDO,2024-05-24 17:46:38.618
"2024227229",,2024-05-24 17:46:39.756
"2024227515",COTIZ < LIQ DE SUELDO,2024-05-24 17:46:41.615
"2024209527",,2024-05-24 17:46:46.381
"2024218248",,2024-05-24 17:46:50.203
"2024218315",COTIZ < LIQ DE SUELDO,2024-05-24 17:46:53.997
"2024218330",,2024-05-24 17:46:54.145
"2024224768",,2024-05-24 17:46:54.185
"2024201582",,2024-05-24 17:46:58.128
"2024224662",,2024-05-24 17:47:02.001
"2024224585",,2024-05-24 17:47:02.098
"2024224252",,2024-05-24 17:47:02.143
"2024224761",,2024-05-24 17:47:02.235
"2024224101",COTIZ < LIQ DE SUELDO,2024-05-24 17:47:02.270
"2024218301",,2024-05-24 17:47:03.606
"2024224061",,2024-05-24 17:47:03.644
"2024224237",,2024-05-24 17:47:05.501
"2024224547",,2024-05-24 17:47:11.819
"2024218557",COTIZ < LIQ DE SUELDO,2024-05-24 17:47:11.869
"2024224452",,2024-05-24 17:47:11.981
"2024224501",FALTA COTIZ. SALUD,2024-05-24 17:47:12.167
"2024218306",COTIZ < LIQ DE SUELDO,2024-05-24 17:47:13.189
"2024224782",,2024-05-24 17:47:14.261
"2024201592",,2024-05-24 17:47:18.037
"2024222910",NO IMAGENES CON API,2024-05-24 17:47:18.286
"2024222176",NO PROCESADO MEDIPASS,2024-05-24 17:47:18.310
"2024499977",NO PROCESADO MEDIPASS,2024-05-24 17:47:18.337
"2024499906",NO PROCESADO MEDIPASS,2024-05-24 17:47:18.369
"2024227047",,2024-05-24 18:00:27.119
"2024227239",,2024-05-24 18:00:28.721
"2024209271",,2024-05-24 18:00:29.223
"2024201865",COTIZ < LIQ DE SUELDO,2024-05-24 18:00:44.407
"2024218756",,2024-05-24 18:00:53.455
"2024222872",RENTA = TOPE,2024-05-24 18:01:21.657
"2024227654",,2024-05-24 18:01:32.220
"2024201736",,2024-05-24 18:01:32.268
"2024227506",RENTA = TOPE,2024-05-24 18:01:33.279
"2024227633",,2024-05-24 18:01:37.486
"2024224041",,2024-05-24 18:01:37.727
"2024218413",,2024-05-24 18:01:38.806
"2024218613",,2024-05-24 18:01:40.700
"2024224678",,2024-05-24 18:01:40.739
"2024224549",,2024-05-24 18:01:40.857
"2024224840",COTIZ < LIQ DE SUELDO,2024-05-24 18:01:40.905
"2024227335",,2024-05-24 18:01:41.053
"2024218572",,2024-05-24 18:01:41.119
"2024224742",,2024-05-24 18:01:42.389
"2024224784",,2024-05-24 18:01:56.977
"2024218494",,2024-05-24 18:01:59.386
"2024224281",,2024-05-24 18:02:00.559
"2024224510",NO HAY IMAGENES PARA DESCARGAR,2024-05-24 18:02:05.176
"2024224494",COTIZ < LIQ DE SUELDO,2024-05-24 18:02:05.199
"2024218171",,2024-05-24 18:02:06.562
"2024224513",,2024-05-24 18:02:07.622
"2024218653",COTIZ < LIQ DE SUELDO,2024-05-24 18:02:10.385
"2024218056",,2024-05-24 18:02:10.598
"2024200942",,2024-05-24 18:02:10.651
"2024218403",,2024-05-24 18:02:10.740
"2024218073",,2024-05-24 18:02:12.905
"2024200873",,2024-05-24 18:02:12.975
"2024218343",,2024-05-24 18:02:15.821
"2024224636",COTIZ < LIQ DE SUELDO,2024-05-24 18:02:15.936
"2024201311",COTIZ < LIQ DE SUELDO,2024-05-24 18:02:17.155
"2024218507",COTIZ < LIQ DE SUELDO,2024-05-24 18:02:21.003
"2024218670",,2024-05-24 18:02:27.758
"2024224544",,2024-05-24 18:02:27.863
"2024224069",,2024-05-24 18:02:27.962
"2024224984",,2024-05-24 18:02:28.008
"2024222147",,2024-05-24 18:15:27.248
"2024224157",,2024-05-24 18:15:28.773
"2024227223",,2024-05-24 18:15:55.369
"2024227644",,2024-05-24 18:15:56.949
"2024227086",COTIZ < LIQ DE SUELDO,2024-05-24 18:15:57.140
"2024224583",,2024-05-24 18:16:00.998
"2024224034",COTIZ < LIQ DE SUELDO,2024-05-24 18:16:01.182
"2024218184",,2024-05-24 18:16:03.484
"2024218556",,2024-05-24 18:16:09.082
"2024218611",,2024-05-24 18:16:20.610
"2024222004",,2024-05-24 18:16:20.882
"2024224096",,2024-05-24 18:16:21.053
"2024218476",,2024-05-24 18:16:21.710
"2024224584",,2024-05-24 18:16:27.282
"2024201548",,2024-05-24 18:16:27.405
"2024218656",,2024-05-24 18:16:29.381
"2024224657",,2024-05-24 18:16:29.560
"2024218344",,2024-05-24 18:16:29.695
"2024218825",,2024-05-24 18:16:35.476
"2024224564",,2024-05-24 18:16:37.523
"2024218443",,2024-05-24 18:16:38.726
"2024224697",FALTA COTIZ. SALUD,2024-05-24 18:16:38.779
"2024224697",COTIZ < LIQ DE SUELDO,2024-05-24 18:16:38.779
"2024224775",,2024-05-24 18:16:39.827
"2024201501",,2024-05-24 18:16:41.722
"2024224133",FALTA COTIZ. SALUD,2024-05-24 18:16:44.584
"2024218137",,2024-05-24 18:16:44.744
"2024218469",COTIZ < LIQ DE SUELDO,2024-05-24 18:16:44.916
"2024224241",,2024-05-24 18:16:47.944
"2024218100",,2024-05-24 18:16:49.141
"2024201727",FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2024-05-24 18:16:49.249
"2024201727",FALTA COTIZ. SALUD,2024-05-24 18:16:49.249
"2024224455",COTIZ < LIQ DE SUELDO,2024-05-24 18:16:49.550
"2024211770",,2024-05-24 18:16:50.587
"2024218286",COTIZ < LIQ DE SUELDO,2024-05-24 18:16:56.273
"2024218447",,2024-05-24 18:16:59.250
"2024227617",,2024-05-24 18:16:59.299
"2024224755",,2024-05-24 18:16:59.633
"2024224563",RENTA = TOPE,2024-05-24 18:17:03.364
"2024224079",,2024-05-24 18:17:08.227
"2024218122",,2024-05-24 18:17:14.664
"2024044011",FALTA COTIZ. SALUD,2024-05-24 18:17:14.716
"2024154577",FALTA COTIZ. SALUD,2024-05-24 18:17:15.000
"2024499919",NO PROCESADO MEDIPASS,2024-05-24 18:17:15.485
"2024218419",,2024-05-24 18:30:26.771
"2024224186",,2024-05-24 18:30:29.040
"2024201396",,2024-05-24 18:30:35.438
"2024224493",,2024-05-24 18:30:35.581
"2024209143",,2024-05-24 18:30:46.069
"2024218238",NO HAY IMAGENES PARA DESCARGAR,2024-05-24 18:30:51.471
"2024224783",,2024-05-24 18:30:51.499
"2024209914",,2024-05-24 18:30:51.602
"2024224696",,2024-05-24 18:30:53.594
"2024201966",,2024-05-24 18:30:55.037
"2024224054",,2024-05-24 18:31:05.507
"2024200266",,2024-05-24 18:31:05.594
"2024200818",,2024-05-24 18:31:07.031
"2024201739",,2024-05-24 18:31:10.275
"2024200248",,2024-05-24 18:31:10.328
"2024224190",,2024-05-24 18:31:10.375
"2024224303",,2024-05-24 18:31:10.409
"2024224173",,2024-05-24 18:31:10.433
"2024224574",,2024-05-24 18:31:10.475
"2024218244",,2024-05-24 18:31:11.788
"2024218352",,2024-05-24 18:31:14.471
"2024224780",,2024-05-24 18:31:14.562
"2024224168",,2024-05-24 18:31:18.365
"2024224075",,2024-05-24 18:31:18.492
"2024218631",,2024-05-24 18:31:24.186
"2024218526",,2024-05-24 18:31:24.231
"2024224236",,2024-05-24 18:31:27.063
"2024201513",,2024-05-24 18:31:27.201
"2024224539",,2024-05-24 18:31:31.101
"2024224540",,2024-05-24 18:31:31.189
"2024218116",,2024-05-24 18:31:31.355
"2024218644",,2024-05-24 18:31:33.203
"2024218131",,2024-05-24 18:31:37.792
"2024218541",,2024-05-24 18:31:37.829
"2024218347",,2024-05-24 18:31:39.774
"2024218548",,2024-05-24 18:31:44.295
"2024224162",COTIZ < LIQ DE SUELDO,2024-05-24 18:31:46.264
"2024218058",,2024-05-24 18:31:47.420
"2024224042",,2024-05-24 18:31:48.399
"2024224701",,2024-05-24 18:31:48.493
"2024218251",,2024-05-24 18:31:48.750
"2024224716",,2024-05-24 18:31:48.785
"2024224174",,2024-05-24 18:45:27.167
"2024224473",,2024-05-24 18:45:28.675
"2024218257",,2024-05-24 18:45:48.576
"2024218172",COTIZ < LIQ DE SUELDO,2024-05-24 18:45:50.996
"2024224286",COTIZ < LIQ DE SUELDO,2024-05-24 18:45:57.249
"2024224071",,2024-05-24 18:45:58.349
"2024218316",,2024-05-24 18:45:58.413
"2024224311",,2024-05-24 18:45:58.544
"2024224785",COTIZ < LIQ DE SUELDO,2024-05-24 18:46:00.947
"2024224492",,2024-05-24 18:46:03.959
"2024218610",,2024-05-24 18:46:07.506
"2024224265",FALTA COTIZ. SALUD,2024-05-24 18:46:07.592
"2024224265",COTIZ < LIQ DE SUELDO,2024-05-24 18:46:07.592
"2024201648",,2024-05-24 18:46:12.266
"2024224112",,2024-05-24 18:46:22.458
"2024224577",COTIZ < LIQ DE SUELDO,2024-05-24 18:46:23.533
"2024218650",COTIZ < LIQ DE SUELDO,2024-05-24 18:46:25.376
"2024224527",,2024-05-24 18:46:31.837
"2024224741",,2024-05-24 18:46:34.702
"2024218061",,2024-05-24 18:46:36.526
"2024218360",,2024-05-24 18:46:38.393
"2024227346",,2024-05-24 19:00:27.638
"2024227499",,2024-05-24 19:00:53.376
"2024224848",COTIZ < LIQ DE SUELDO,2024-05-24 19:00:57.574
"2024201876",,2024-05-24 19:01:09.320
"2024218849",,2024-05-24 19:01:14.921
"2024218815",,2024-05-24 19:01:20.819
"2024222280",,2024-05-24 19:01:25.655
"2024200232",,2024-05-24 19:01:25.717
"2024209512",COTIZ < LIQ DE SUELDO,2024-05-24 19:01:34.069
"2024222054",,2024-05-24 19:01:36.790
"2024227218",,2024-05-24 19:01:37.441
"2024227011",,2024-05-24 19:01:37.509
"2024227002",,2024-05-24 19:01:39.430
"2024209144",,2024-05-24 19:01:40.655
"2024209525",,2024-05-24 19:01:40.715
"2024225169",,2024-05-24 19:01:40.754
"2024225148",,2024-05-24 19:01:43.734
"2024225096",,2024-05-24 19:01:45.755
"2024225158",,2024-05-24 19:01:45.903
"2024225345",,2024-05-24 19:01:55.462
"2024224076",,2024-05-24 20:00:26.804
