"descripcion","fecha","cuenta"
NO HAY IMAGENES PARA DESCARGAR,2023-05-29,35
COTIZ < LIQ DE SUELDO,2023-05-28,1
COTIZ < LIQ DE SUELDO,2023-05-27,1
FALTA COTIZ. SALUD,2023-05-26,22
COTIZ < LIQ DE SUELDO,2023-05-26,34
NO HAY IMAGENES PARA DESCARGAR,2023-05-26,7
RENTA = TOPE,2023-05-26,43
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-26,1
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-25,2
NO HAY IMAGENES PARA DESCARGAR,2023-05-25,10
FALTA COTIZ. SALUD,2023-05-25,17
COTIZ < LIQ DE SUELDO,2023-05-25,24
RENTA = TOPE,2023-05-25,29
NO HAY IMAGENES PARA DESCARGAR,2023-05-24,7
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-24,1
FALTA COTIZ. SALUD,2023-05-24,31
COTIZ < LIQ DE SUELDO,2023-05-24,33
RENTA = TOPE,2023-05-24,33
RENTA = TOPE,2023-05-23,28
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-23,2
COTIZ < LIQ DE SUELDO,2023-05-23,29
FALTA COTIZ. SALUD,2023-05-23,26
NO HAY IMAGENES PARA DESCARGAR,2023-05-23,5
COTIZ < LIQ DE SUELDO,2023-05-22,42
FALTA COTIZ. SALUD,2023-05-22,26
NO HAY IMAGENES PARA DESCARGAR,2023-05-22,9
RENTA = TOPE,2023-05-22,38
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-22,2
FALTA COTIZ. SALUD,2023-05-21,3
RENTA = TOPE,2023-05-21,2
COTIZ < LIQ DE SUELDO,2023-05-21,3
FALTA COTIZ. SALUD,2023-05-19,13
NO DERECHO A PAGO SUBSIDIO,2023-05-19,1
NO HAY IMAGENES PARA DESCARGAR,2023-05-19,8
COTIZ < LIQ DE SUELDO,2023-05-19,24
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-19,3
RENTA = TOPE,2023-05-19,20
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-18,1
NO HAY IMAGENES PARA DESCARGAR,2023-05-18,8
FALTA COTIZ. SALUD,2023-05-18,29
COTIZ < LIQ DE SUELDO,2023-05-18,31
RENTA = TOPE,2023-05-18,33
NO HAY IMAGENES PARA DESCARGAR,2023-05-17,11
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-17,3
FALTA COTIZ. SALUD,2023-05-17,54
COTIZ < LIQ DE SUELDO,2023-05-17,43
RENTA = TOPE,2023-05-17,32
COTIZ < LIQ DE SUELDO,2023-05-16,34
FALTA COTIZ. SALUD,2023-05-16,46
NO HAY IMAGENES PARA DESCARGAR,2023-05-16,8
RENTA = TOPE,2023-05-16,36
NO HAY IMAGENES PARA DESCARGAR,2023-05-15,10
FALTA COTIZ. SALUD,2023-05-15,124
COTIZ < LIQ DE SUELDO,2023-05-15,29
RENTA = TOPE,2023-05-15,21
FALTA COTIZ. SALUD,2023-05-14,2
FALTA COTIZ. SALUD,2023-05-13,1
RENTA = TOPE,2023-05-12,20
COTIZ < LIQ DE SUELDO,2023-05-12,21
FALTA COTIZ. SALUD,2023-05-12,130
NO HAY IMAGENES PARA DESCARGAR,2023-05-12,7
RENTA = TOPE,2023-05-11,31
NO PROCESADO MEDIPASS,2023-05-11,21
COTIZ < LIQ DE SUELDO,2023-05-11,27
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-11,2
NO HAY IMAGENES PARA DESCARGAR,2023-05-11,13
NO IMAGENES CON API,2023-05-11,1
FALTA COTIZ. SALUD,2023-05-11,257
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-10,6
NO IMAGENES CON API,2023-05-10,1
NO PROCESADO MEDIPASS,2023-05-10,78
FALTA COTIZ. SALUD,2023-05-10,348
COTIZ < LIQ DE SUELDO,2023-05-10,42
RENTA = TOPE,2023-05-10,29
NO HAY IMAGENES PARA DESCARGAR,2023-05-10,15
COTIZ < LIQ DE SUELDO,2023-05-09,55
NO PROCESADO MEDIPASS,2023-05-09,89
NO DERECHO A PAGO SUBSIDIO,2023-05-09,2
ERROR AL DESCARGAR ALGUNAS IMAGENES,2023-05-09,2
RENTA = TOPE,2023-05-09,41
FALTA COTIZ. SALUD,2023-05-09,386
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-09,7
NO HAY IMAGENES PARA DESCARGAR,2023-05-09,20
NO PROCESADO MEDIPASS,2023-05-08,146
COTIZ < LIQ DE SUELDO,2023-05-08,41
NO HAY IMAGENES PARA DESCARGAR,2023-05-08,5
ERROR AL DESCARGAR ALGUNAS IMAGENES,2023-05-08,4
FALTA COTIZ. SALUD,2023-05-08,457
RENTA = TOPE,2023-05-08,50
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-08,2
NO IMAGENES CON API,2023-05-08,3
NO PROCESADO MEDIPASS,2023-05-07,2
FALTA COTIZ. SALUD,2023-05-05,194
RENTA = TOPE,2023-05-05,34
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-05,1
COTIZ < LIQ DE SUELDO,2023-05-05,20
NO HAY IMAGENES PARA DESCARGAR,2023-05-05,7
FALTA COTIZ. SALUD,2023-05-04,194
COTIZ < LIQ DE SUELDO,2023-05-04,34
NO HAY IMAGENES PARA DESCARGAR,2023-05-04,15
RENTA = TOPE,2023-05-04,32
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-04,4
NO HAY IMAGENES PARA DESCARGAR,2023-05-03,8
FALTA COTIZ. SALUD,2023-05-03,105
RENTA = TOPE,2023-05-03,24
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-05-03,1
COTIZ < LIQ DE SUELDO,2023-05-03,28
RENTA = TOPE,2023-05-02,30
FALTA COTIZ. SALUD,2023-05-02,37
COTIZ < LIQ DE SUELDO,2023-05-02,29
FALTA COTIZ. SALUD,2023-04-28,9
COTIZ < LIQ DE SUELDO,2023-04-28,12
RENTA = TOPE,2023-04-28,7
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-04-28,1
FALTA COTIZ. SALUD,2023-04-27,29
RENTA = TOPE,2023-04-27,29
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-04-27,2
COTIZ < LIQ DE SUELDO,2023-04-27,35
RENTA = TOPE,2023-04-26,27
FALTA COTIZ. SALUD,2023-04-26,29
NO DERECHO A PAGO SUBSIDIO,2023-04-26,1
COTIZ < LIQ DE SUELDO,2023-04-26,54
COTIZ < LIQ DE SUELDO,2023-04-25,32
FALTA COTIZ. SALUD,2023-04-25,24
RENTA = TOPE,2023-04-25,41
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-04-25,1
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-04-24,2
FALTA COTIZ. SALUD,2023-04-24,21
RENTA = TOPE,2023-04-24,23
COTIZ < LIQ DE SUELDO,2023-04-24,35
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-04-21,1
RENTA = TOPE,2023-04-21,20
FALTA COTIZ. SALUD,2023-04-21,20
COTIZ < LIQ DE SUELDO,2023-04-21,38
FALTA COTIZ. SALUD,2023-04-20,17
RENTA = TOPE,2023-04-20,27
COTIZ < LIQ DE SUELDO,2023-04-20,30
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-04-20,1
RENTA = TOPE,2023-04-19,34
COTIZ < LIQ DE SUELDO,2023-04-19,41
FALTA COTIZ. SALUD,2023-04-19,15
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-04-18,2
RENTA = TOPE,2023-04-18,36
COTIZ < LIQ DE SUELDO,2023-04-18,39
SOBRE 60 ANIOS SIN PENSION,2023-04-18,25
FALTA COTIZ. SALUD,2023-04-18,23
COTIZ < LIQ DE SUELDO,2023-04-17,47
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-04-17,4
NO DERECHO A PAGO SUBSIDIO,2023-04-17,3
FALTA COTIZ. SALUD,2023-04-17,27
RENTA = TOPE,2023-04-17,27
SOBRE 60 ANIOS SIN PENSION,2023-04-17,16
FALTA COTIZ. SALUD,2023-04-15,1
SOBRE 60 ANIOS SIN PENSION,2023-04-14,22
NO DERECHO A PAGO SUBSIDIO,2023-04-14,2
RENTA = TOPE,2023-04-14,16
FALTA COTIZ. SALUD,2023-04-14,42
COTIZ < LIQ DE SUELDO,2023-04-14,22
FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-04-14,2
FALTA COTIZ. SALUD,2023-04-12,1
FALTA COTIZ. SALUD,2023-04-11,4
NO DERECHO A PAGO SUBSIDIO,2023-04-10,1
SOBRE 60 ANIOS SIN PENSION,2023-04-10,1
